theme_number,theme_name,chapter_number,chapter_name,question_id,question_number,points,question_text,options,correct_answers,comment,image_paths,video_paths,url
Tema 1.4.,Yol Isareti,1.4.42 Bölüm,Yoen Isareti,1.4.42-005,1.4.42-005,2 Puan,"Bu trafik işareti, neye işaret eder?",A. Bir otoyolun (otobanın) başlangıcına; B. Bir otoyolun (otobanın) sona erdiğine; C. Motorlu taşıt yolunun başlangıcına,A. Bir otoyolun (otobanın) başlangıcına,"Bu trafik işareti otoyolun burada başladığını gösteriyor. Bununla birlikte, bu özel yol türü için geçerli olan tüm kurallar yürürlüğe girer.",images/1_4_42-005.png,,https://www.clickclickdrive.de/fragenkatalog/tr/1.4.-yol-isareti/1.4.42-yoen-isareti/1.4.42-005
Tema 1.4.,Yol Isareti,1.4.42 Bölüm,Yoen Isareti,1.4.42-009-M,1.4.42-009-M,3 Puan,Bu durumda kara yolu üzerindeki beyaz işaretin önemi nedir?,A. - soldan önce sağ kuralının bir sonucu olarak bekleme yükümlülüğünü vurgular; B. - trafiğe kapalı bir alanı gösterir; C. - bir kötü yol durumuna karşı uyarır,A. - soldan önce sağ kuralının bir sonucu olarak bekleme yükümlülüğünü vurgular,"“Soldan hemen önce” düzenlemeli kavşaklarda ve kavşaklarda, özellikle kafa karıştırıcı yerlerde, bekleme hatları tarafından da kullanılır. Wartelinia, genellikle birçok küçük yola benzer görünen görünen kullanılır.",images/1_4_42-009-M.png,,https://www.clickclickdrive.de/fragenkatalog/tr/1.4.-yol-isareti/1.4.42-yoen-isareti/1.4.42-009-M
Tema 1.4.,Yol Isareti,1.4.42 Bölüm,Yoen Isareti,1.4.42-010-M,1.4.42-010-M,4 Puan,Şerit işaretlemesi nedeniyle bu durumda ne geçerlidir?,A. - Kavşağa dikkatlice yaklaşmalıyım; B. - [Kırmızı araca] geçiş hakkı vermeliyim; C. - Şerit işaretinin önünde durmalıyım,A. - Kavşağa dikkatlice yaklaşmalıyım,"Sola uygulandığı için kendinizi bu kavşak dikkatlice beslemelisiniz.
“Soldan hemen önce” düzenlemeli kavşaklarda ve kavşaklarda, özellikle kafa karıştırıcı yerlerde, bekleme hatları tarafından da kullanılır. Wartelinia, genellikle birçok küçük yola benzer görünen görünen kullanılır.",images/1_4_42-010-M.png,videos/1_4_42-010-M.mp4,https://www.clickclickdrive.de/fragenkatalog/tr/1.4.-yol-isareti/1.4.42-yoen-isareti/1.4.42-010-M
Tema 1.4.,Yol Isareti,1.4.42 Bölüm,Yoen Isareti,1.4.42-011,1.4.42-011,3 Puan,Hangi trafik işaretinden itibaren sadece yürüme hızında araç kullanmanıza müsaade edilir?,A. ; B. ; C. ,A. ,"Trafiğin sakin olduğu bir alanda, yayaların veya çocukların her an oynamasını bekleyeceğiniz için aracınızı yalnızca yürüme hızında kullanabilirsiniz.",images/1_4_42-011.png; images/1_4_42-011.png; images/1_4_42-011.png,,https://www.clickclickdrive.de/fragenkatalog/tr/1.4.-yol-isareti/1.4.42-yoen-isareti/1.4.42-011
Tema 1.4.,Yol Isareti,1.4.42 Bölüm,Yoen Isareti,1.4.42-012,1.4.42-012,3 Puan,Hangi trafik işaretinde her zaman bir sonraki kavşakta geçiş üstünlüğüne sahip olursunuz?,A. ; B. ; C. ,A. ,“Tek seferlik geçiş hakkı” trafik işareti size bir sonraki kavşakta veya kavşakta geçiş hakkına sahip olduğunuzu gösterir. Ancak bundan sonra bu işaretin kavşağa hiçbir etkisi yoktur.,images/1_4_42-012.png; images/1_4_42-012.png; images/1_4_42-012.png,,https://www.clickclickdrive.de/fragenkatalog/tr/1.4.-yol-isareti/1.4.42-yoen-isareti/1.4.42-012
Tema 1.4.,Yol Isareti,1.4.42 Bölüm,Yoen Isareti,1.4.42-101,1.4.42-101,3 Puan,"Bir sonraki kavşakta, bu trafik işaretlerinden hangisi geçiş önceliği sağlar?",A. 1 numaralı trafik işareti; B. 2 numaralı trafik işareti; C. 3 numaralı trafik işareti,A. 1 numaralı trafik işareti,Sadece 1 numaralı trafik işareti bir sonraki kavşakta size öncelik verir. 2 no'lu trafik işareti ise öncelikli yolun sonunu belirtir ve 3 no'lu trafik işareti daralan yolda öncelik hakkını düzenler.,images/1_4_42-101.png,,https://www.clickclickdrive.de/fragenkatalog/tr/1.4.-yol-isareti/1.4.42-yoen-isareti/1.4.42-101
Tema 1.4.,Yol Isareti,1.4.42 Bölüm,Yoen Isareti,1.4.42-102,1.4.42-102,3 Puan,"Hangi trafik işareti, geçiş önceliği sağlar?",A. 2 numaralı trafik işareti; B. 1 numaralı trafik işareti; C. 3 numaralı trafik işareti,A. 2 numaralı trafik işareti,"Öncelik hakkını belirlemek için bakılması gereken doğru trafik işareti 2 numaradır. 1 numaralı işaret ise sürücünün önünde tehlikeli bir viraj bulunduğunu belirtir, 3 numaralı işaret ise karayolunun numarasını belirtir.",images/1_4_42-102.png,,https://www.clickclickdrive.de/fragenkatalog/tr/1.4.-yol-isareti/1.4.42-yoen-isareti/1.4.42-102
Tema 1.4.,Yol Isareti,1.4.42 Bölüm,Yoen Isareti,1.4.42-104,1.4.42-104,3 Puan,"Yerleşim yeri dışında, geçiş önceliği olan yolda nelere izin verilmiştir?",A. Araç yolunun sağ kenarında duraklanmasına; B. Kenar şeridi üzerinde park edilmesine; C. Araç yolunun üzerinde park edilmesine,A. Araç yolunun sağ kenarında duraklanmasına; B. Kenar şeridi üzerinde park edilmesine,"Kapalı yerleşim yerlerinindışında ana yollarda, 1. yolun sağında durabilir; 2. sabit bir yan çizgide park edebilirsiniz. Öte yandan, yolda park etmek yasaktır. Ancak burada araçlar bir yerleşim yerine göre daha hızlı hareket ettikleri için, park etmiş araçlar akan trafik için bir engel teşkil edebilir ya da tehlikeye neden olabilirler. Yeteri şekilde sabitlenmiş bir yan yan şerit bir yol olarak kabul edilmediğinden, bunu park etmek için kullanabilirsiniz. Yeteri şekilde sabitlenmiş bir yan şeride yanaşma şansınız varsa eğer, bunu kısa süreliğine durmak için de kullanabilirsiniz.",images/1_4_42-104.png,,https://www.clickclickdrive.de/fragenkatalog/tr/1.4.-yol-isareti/1.4.42-yoen-isareti/1.4.42-104
Tema 1.4.,Yol Isareti,1.4.42 Bölüm,Yoen Isareti,1.4.42-106,1.4.42-106,3 Puan,"Bu trafik işareti, neyin sona erdiğini bildirir?",A. Geçiş önceliği olan bir yolun; B. Bölge duruş yasağının; C. Daha önceki yol kısmı yasaklarının,A. Geçiş önceliği olan bir yolun,"Bu trafik işareti öncelik kuralının değiştiğini bildirir. Önceki öncelikli yolun sonunu işaretler. Benzer bir anlama sahip olan işaretler ise ""Öncelik ver!""ve ""Dur! Öncelik ver"" işaretlerdir ve bunlara kavşaklar ile sapaklarda rastlayabilirsiniz.",images/1_4_42-106.png,,https://www.clickclickdrive.de/fragenkatalog/tr/1.4.-yol-isareti/1.4.42-yoen-isareti/1.4.42-106
Tema 1.4.,Yol Isareti,1.4.42 Bölüm,Yoen Isareti,1.4.42-107,1.4.42-107,3 Puan,Bu trafik işaretinde nasıl davranırsınız?,"A. Geçiş önceliğinizi, sadece yolun dar kısmının boş olması halinde kullanabilirsiniz; B. Geçiş önceliğine sahip olmanıza rağmen, durmanızın gerekebileceğini düşünmek zorundasınız; C. Karşıdan gelen trafiğe geçiş önceliği tanımak zorundasınız","A. Geçiş önceliğinizi, sadece yolun dar kısmının boş olması halinde kullanabilirsiniz; B. Geçiş önceliğine sahip olmanıza rağmen, durmanızın gerekebileceğini düşünmek zorundasınız","Bu trafik işareti, size karşıdan gelen trafiğe göre öncelik verir. Karşıdan gelen trafik engelden önce beklemek zorundadır. Bununla birlikte, yaklaşan trafik zaten daralan yola girmişse kendinizi durmaya hazırlamanız gerekir. Dışarı çıkmasına izin vermelisiniz. Daralan yol serbestse öncelik hakkına sahip olarak devam edebilirsiniz.",images/1_4_42-107.png,,https://www.clickclickdrive.de/fragenkatalog/tr/1.4.-yol-isareti/1.4.42-yoen-isareti/1.4.42-107
Tema 1.4.,Yol Isareti,1.4.42 Bölüm,Yoen Isareti,1.4.42-109,1.4.42-109,2 Puan,Bu trafik işaretlerinde nelere izin verilmiştir?,"A. Burada ikamet edip, ilgili numaralı park kimlik kartına sahip olan şahıslar, burada park edebilirler; B. Burada ikamet eden bütün şahıslar, bu park yerlerinin hepsini kullanabilirler; C. Başka park yerleri boş olduğu sürece, herkes bu park yerini kullanabilir","A. Burada ikamet edip, ilgili numaralı park kimlik kartına sahip olan şahıslar, burada park edebilirler",Bu trafik işareti sadece gerekli şekilde numaralandırılmış park yeri kartına sahip yerleşim yerisakinleri tarafından kullanılabilecek bir otoparkı gösterir. Diğer trafik katılımcıları oraya park edemez ve başka park yerlerine geçmeleri gerekir.,images/1_4_42-109.png,,https://www.clickclickdrive.de/fragenkatalog/tr/1.4.-yol-isareti/1.4.42-yoen-isareti/1.4.42-109
Tema 1.4.,Yol Isareti,1.4.42 Bölüm,Yoen Isareti,1.4.42-110,1.4.42-110,2 Puan,Burada park edebilir misiniz?,"A. Evet, resmi park belgesine sahip ağır beden özürlü biri olarak; B. Evet, resmi park belgesine sahip görme engelli bir şahsın refakatçisi olarak; C. Evet, kısa sürecek alışverişler için","A. Evet, resmi park belgesine sahip ağır beden özürlü biri olarak; B. Evet, resmi park belgesine sahip görme engelli bir şahsın refakatçisi olarak","Olağanüstü yürüme engelli veya görme engelli insanlar için özel park yerleri vardır. Resmi bir park izni, bu kişilerin veya beraberindeki kişilerin araçlarını gösterir. Bu alanlarda kısa süreli bir park etme dahi diğer sürücüler için yasaktır.",images/1_4_42-110.png,,https://www.clickclickdrive.de/fragenkatalog/tr/1.4.-yol-isareti/1.4.42-yoen-isareti/1.4.42-110
Tema 1.4.,Yol Isareti,1.4.42 Bölüm,Yoen Isareti,1.4.42-111,1.4.42-111,2 Puan,"Bu trafik işaretlerini gördüğünüzde, park ederken neye dikkat edersiniz?",A. Park bileti üzerinde belirtilen park süresinin aşılması yasaktır; B. Kontroller için park biletinin iyi görülür bir şekilde araca konulması gerekir; C. Park bileti ile park kartı arasında fark yoktur,A. Park bileti üzerinde belirtilen park süresinin aşılması yasaktır; B. Kontroller için park biletinin iyi görülür bir şekilde araca konulması gerekir,"Bu otoparka sadece geçerli park izni ile park edebilirsiniz. Park iznini aracınızın ön veya arka camına açıkça görünecek şekilde yerleştirmeniz gerekir. Park izninizde yer alan park süresini aşmamaya gayret etmelisiniz. Burada park diski, park izni yerine geçmez: Park diski yalnızca park makinesi hizmet dışıysa geçerlidir.",images/1_4_42-111.png,,https://www.clickclickdrive.de/fragenkatalog/tr/1.4.-yol-isareti/1.4.42-yoen-isareti/1.4.42-111
Tema 1.4.,Yol Isareti,1.4.42 Bölüm,Yoen Isareti,1.4.42-112,1.4.42-112,2 Puan,Burada hangi araçların park etmesine izin verilmiştir?,"A. İzin verilmiş azami toplam kütlesi 2,8 tona kadar olan araçların; B. Motosikletlerin; C. İzin verilmiş azami toplam kütlesi 3,5 tonu aşan araçların","A. İzin verilmiş azami toplam kütlesi 2,8 tona kadar olan araçların; B. Motosikletlerin","Trafik işareti, trafik katılımcısı için park durumunu düzenler. Bu işaret, 2.8 tonluk toplam ağırlığa kadar olan araçlar için kaldırım, yan şerit veya yeşil şerit üzerinde kısmen park etmeye olanak sağlar.",images/1_4_42-112.png,,https://www.clickclickdrive.de/fragenkatalog/tr/1.4.-yol-isareti/1.4.42-yoen-isareti/1.4.42-112
Tema 1.4.,Yol Isareti,1.4.42 Bölüm,Yoen Isareti,1.4.42-116,1.4.42-116,3 Puan,"Bu yolun kullanılması istendiğinde, sözkonusu aracın yapısı itibarı ile azami hızının en az ne kadar olması gerekir?",A. 61 km/sa; B. 51 km/sa; C. 81 km/sa,A. 61 km/sa,Bir motorlu taşıt yolunda aracınız ile en az 60 km/saathıza ulaşabilmeniz gerekmektedir. Bir motorlu taşıt yolunun başlangıcı her zaman bir trafik işareti ile belirlenir.,images/1_4_42-116.png,,https://www.clickclickdrive.de/fragenkatalog/tr/1.4.-yol-isareti/1.4.42-yoen-isareti/1.4.42-116
Tema 1.4.,Yol Isareti,1.4.42 Bölüm,Yoen Isareti,1.4.42-119,1.4.42-119,2 Puan,"Bu trafik işareti, neye işaret eder?",A. Bir çıkmaz yola; B. Bir altgeçide; C. Araç trafiğine kapatılmış bir yola,A. Bir çıkmaz yola,"Burası bir çıkmaz sokak. Çıkmaz sokağa girilebilir, ancak bu yol bir yerde sona erecektir ve muhtemelen tekrar buradan çıkabilmek için birçok manevra yaparak dönüş yapmanız gerekecektir.",images/1_4_42-119.png,,https://www.clickclickdrive.de/fragenkatalog/tr/1.4.-yol-isareti/1.4.42-yoen-isareti/1.4.42-119
Tema 1.4.,Yol Isareti,1.4.42 Bölüm,Yoen Isareti,1.4.42-120,1.4.42-120,2 Puan,"Bu trafik işareti, neye işaret eder?",A. Bir ilkyardım istasyonuna; B. Bir kavşağa; C. Bir tehlike yerine,A. Bir ilkyardım istasyonuna,"Bu trafik işareti, Kızıl Haç veya Samaritan gibi bir ilk yardım istasyonunun bu noktada bulunduğunu gösterir. Ancak, herhangi bir tehlike noktası gösterilmez.",images/1_4_42-120.png,,https://www.clickclickdrive.de/fragenkatalog/tr/1.4.-yol-isareti/1.4.42-yoen-isareti/1.4.42-120
Tema 1.4.,Yol Isareti,1.4.42 Bölüm,Yoen Isareti,1.4.42-125,1.4.42-125,2 Puan,"Bu trafik işaretinde, neyi dikkate almak zorundasınız?","A. Cadde aydınlatma ışıkları bütün gece boyunca yanmamaktadır; B. Burada araçlar, bütün gece boyunca ışıksız park edilebilir; C. Burada araçların park edilmesi yasaktır",A. Cadde aydınlatma ışıkları bütün gece boyunca yanmamaktadır,"Bu işareti aydınlatma direklerinde görürseniz eğer, aracınızı park ışığı ile görünür kılmanız gerekir. Bu aydınlatmalar tüm gece boyunca yanmadığı için, herhangi bir ışık ile aydınlatılmayan bir araç burada oldukça güvensiz duracaktır.",images/1_4_42-125.png,,https://www.clickclickdrive.de/fragenkatalog/tr/1.4.-yol-isareti/1.4.42-yoen-isareti/1.4.42-125
Tema 1.4.,Yol Isareti,1.4.42 Bölüm,Yoen Isareti,1.4.42-126,1.4.42-126,2 Puan,"Bu trafik işareti, neye işaret eder?",A. Bir Federal Karayoluna; B. Aracın 35 km/sa'den hızlı sürülmesi yasaktır; C. Aracın en az 35 km/sa ile sürülmesi zorunludur,A. Bir Federal Karayoluna,"Bu yol işareti bir eyalet yolunu gösteriyor. Belirtilen sayı, örneğin bir hız limitini değil, ilgili federal otoyolun numarasını temsil eder.",images/1_4_42-126.png,,https://www.clickclickdrive.de/fragenkatalog/tr/1.4.-yol-isareti/1.4.42-yoen-isareti/1.4.42-126
Tema 1.4.,Yol Isareti,1.4.42 Bölüm,Yoen Isareti,1.4.42-128,1.4.42-128,2 Puan,"Bu trafik işareti, neye işaret eder?",A. Genel olarak daha az trafiği olan bir otoyol (otoban) kesimine; B. Otoyolun (otobanın) terk edilmesi zorunlu olan bir yerine; C. Tehlikeli yük taşıyan araçlar için şart koşulmuş bir servis yoluna,A. Genel olarak daha az trafiği olan bir otoyol (otoban) kesimine,"Yönlendirme oku size bir araç sürücüsü olarak trafik sıkışıklığı meydana gelebilecek bir otoyolu bölümünde bulunduğunuzu belirtir ve alternatif bir rota sunar. Ancak, bunu takip etmek zorunda değilsiniz.",images/1_4_42-128.png,,https://www.clickclickdrive.de/fragenkatalog/tr/1.4.-yol-isareti/1.4.42-yoen-isareti/1.4.42-128
Tema 1.4.,Yol Isareti,1.4.42 Bölüm,Yoen Isareti,1.4.42-129,1.4.42-129,4 Puan,Gündüz farları ile bu işareti taşıyan ışıklandırılmış bir tünele giriyorsunuz. Nasıl davranırsınız?,A. Kısa farları yakarım; B. Farları yakmak zorunda değilim; C. Duruş ışıklarını yakarım,A. Kısa farları yakarım,"Araç sürücüsü olarak, kısa farlarınızı yakmak zorundasınız. Gündüz farları yeterli değildir, çünkü tüneldeki ışık koşulları gün ışığı kadar etkili olamaz. Aracınızın yeterli şekilde görürünür kılmanız gerekiyor.",images/1_4_42-129.png,,https://www.clickclickdrive.de/fragenkatalog/tr/1.4.-yol-isareti/1.4.42-yoen-isareti/1.4.42-129
Tema 1.4.,Yol Isareti,1.4.42 Bölüm,Yoen Isareti,1.4.42-130,1.4.42-130,4 Puan,Bu trafik işareti neyi ifade eder?,"A. Arızalı araçlar için öngörülen bir sonraki park cebinde bir aracın bırakılabileceğini; B. Aracınızın arızalanması halinde, arızalı araçlar için öngörülen park cebinde durulması gerektiğini; C. Mola vermek için bu şekilde işaretlenmiş yerde durulabileceğini","A. Arızalı araçlar için öngörülen bir sonraki park cebinde bir aracın bırakılabileceğini; B. Aracınızın arızalanması halinde, arızalı araçlar için öngörülen park cebinde durulması gerektiğini",Bu trafik işareti size bir arıza bölmesi gösteriyor. Orada bir arıza durumunda mümkün olduğunca durabilirsiniz. Orada zaten bir araç olma ihtimali var. Arıza bölmesi molalar için kullanılmamalıdır.,images/1_4_42-130.png,,https://www.clickclickdrive.de/fragenkatalog/tr/1.4.-yol-isareti/1.4.42-yoen-isareti/1.4.42-130
Tema 1.4.,Yol Isareti,1.4.42 Bölüm,Yoen Isareti,1.4.42-131,1.4.42-131,4 Puan,Bu trafik işaretini gördüğünüzde nasıl davranmalısınız?,A. Güneş gözlüğünüzü çıkarırsınız; B. Kısa farları yakarsınız; C. Aracınızın dörtlü ikaz lambalarını yakarsınız,A. Güneş gözlüğünüzü çıkarırsınız; B. Kısa farları yakarsınız,Bu trafik işareti bir tünelin girişinin önünde yer almaktadır. Engelsiz bir görüş sağlamak için kısa farlarınızı yakın ve güneş gözlüğünüzü çıkarın.,images/1_4_42-131.png,,https://www.clickclickdrive.de/fragenkatalog/tr/1.4.-yol-isareti/1.4.42-yoen-isareti/1.4.42-131
Tema 1.4.,Yol Isareti,1.4.42 Bölüm,Yoen Isareti,1.4.42-132,1.4.42-132,4 Puan,Bu şekilde işaretlenmiş ve iyi aydınlatılmış bir tünele giriyorsunuz. Nasıl davranırsınız?,A. Yoluma kısa farlar ile devam ederim; B. Yoluma farlarımı yakmadan devam ederim; C. Yoluma gündüz farları ile devam ederim,A. Yoluma kısa farlar ile devam ederim,"Parlak bir şekilde aydınlatılmış bir tünel bile gün ışığı koşullarına ulaşmaz, bu nedenle aracınızı görünür kılmak için kısa huzmeli farlarınız yakarak buraya giriş yapmanız gerekir. Bu durumda gündüz ışığı yeterli değildir.",images/1_4_42-132.png,,https://www.clickclickdrive.de/fragenkatalog/tr/1.4.-yol-isareti/1.4.42-yoen-isareti/1.4.42-132
Tema 1.4.,Yol Isareti,1.4.42 Bölüm,Yoen Isareti,1.4.42-133,1.4.42-133,3 Puan,Bu trafik işareti ne anlatıyor?,A. - Yaya öncelikli yol; B. - Yaya bölgesi; C. - Oyun alanı,A. - Yaya öncelikli yol,Yol işareti kısıtlı trafik alanının sonunu gösterir. Artık daha yüksek hız düzenlemeleri tekrar geçerli. Araç sürücüsü olarak çıkış yaparken önceliğe sahip değilsiniz ve giriş yaprken de dikkatli olmalısınız.,images/1_4_42-133.png,,https://www.clickclickdrive.de/fragenkatalog/tr/1.4.-yol-isareti/1.4.42-yoen-isareti/1.4.42-133
Tema 1.4.,Yol Isareti,1.4.42 Bölüm,Yoen Isareti,1.4.42-134,1.4.42-134,3 Puan,Bu trafik işaretinin anlamı nedir?,A. Öncelikli yol; B. Meskun mahal dışında yolda park yasağı; C. Motorlu taşıt yolu,A. Öncelikli yol; B. Meskun mahal dışında yolda park yasağı,"Ana yolda sürüyorsunuz. Bu trafik işareti, yol hakkına sahip olduğunuz her kavşak veya sapakta tekrarlanır. Yerleşm yeri dışındaki ana yollara park etmek yasaktır. Bu yollarda trafik nispeten hızlı akar ve park edilmiş araçlar bir engel veya tehlike teşkil edebilirler.",images/1_4_42-134.png,,https://www.clickclickdrive.de/fragenkatalog/tr/1.4.-yol-isareti/1.4.42-yoen-isareti/1.4.42-134
Tema 1.4.,Yol Isareti,1.4.42 Bölüm,Yoen Isareti,1.4.42-135,1.4.42-135,2 Puan,Bu işaret kombinasyonu ne anlatıyor?,A. Numaralandırılmış yönlendirme levhası; B. 3 numaralı metro hattı; C. Numaralandırılmış yer altı garajı,A. Numaralandırılmış yönlendirme levhası,"Bu trafik işareti, numaralandırılmış bir yeniden yönlendirmeyi gösterir. Birden fazla yönlendirme olduğundan, bunlar numaralandırılırlar. Bu şekilde, tam olarak nereye gitmeniz gerektiğini biliyorsunuz.",images/1_4_42-135.png,,https://www.clickclickdrive.de/fragenkatalog/tr/1.4.-yol-isareti/1.4.42-yoen-isareti/1.4.42-135
Tema 1.4.,Yol Isareti,1.4.42 Bölüm,Yoen Isareti,1.4.42-136,1.4.42-136,4 Puan,Bu işaret kombinasyonunda neye dikkat etmek zorundasınız?,A. Geçiş önceliği olan yolu takip ediyorsam sola sinyal vermeliyim; B. Düz devam ediyorsam sağa sinyal vermeliyim; C. Zorunlu olarak sola devam eden yol istikameti,A. Geçiş önceliği olan yolu takip ediyorsam sola sinyal vermeliyim,"Öncelikli yol ek işaret ile birlikte köşeden dolaştırılır. Bu dönüş yapan bir ana yoldur. Ana yolda kalmaya devam ederseniz, dönüş sinyali vermeniz gerek. Yoldan geçen yayalara dikkat etmeniz gerek ve onlara öncelik vermelisiniz, gerekirse durmalısınız. “Sola zorunlu seyahat yönü” cevabı yanlış, çünkü bu yol işareti bir seyahat yönü belirtmez.",images/1_4_42-136.png,,https://www.clickclickdrive.de/fragenkatalog/tr/1.4.-yol-isareti/1.4.42-yoen-isareti/1.4.42-136
Tema 1.4.,Yol Isareti,1.4.42 Bölüm,Yoen Isareti,1.4.42-137,1.4.42-137,3 Puan,Bisikletliler için böylesi koruma şeridi bulunan caddelerde hangi davranış doğrudur?,A. Bisikletlilerin tehlikeye düşmeyeceği kesin ise ihtiyaç halinde korumalı şeritte yol alabilirim; B. Korumalı şeride kesinlikle girmemeliyim; C. Park etmek için korumalı şeridi de kullanabilirim,A. Bisikletlilerin tehlikeye düşmeyeceği kesin ise ihtiyaç halinde korumalı şeritte yol alabilirim,"Yönlendirme işareti bisikletçiler için olan emniyet şeridini gösterir. Araç sürücüsü olarak, sadece bisikletçiler için tehlike yoksa emniyet şeridinde araç kullanabilirsiniz. Burada park etmek kesinlikle yasaktır.",images/1_4_42-137.png,,https://www.clickclickdrive.de/fragenkatalog/tr/1.4.-yol-isareti/1.4.42-yoen-isareti/1.4.42-137
Tema 1.4.,Yol Isareti,1.4.42 Bölüm,Yoen Isareti,1.4.42-138,1.4.42-138,4 Puan,Bu trafik işaretini gördüğünüzde nasıl davranmalısınız?,A. Yayaların karşıya geçmek istedikleri anlaşılıyorsa dikkatli bir hızla gitmeliyim; B. Yayaların yoldan karşıya geçmelerine olanak tanımak zorundayım; C. Trafik sıkıştığında yaya geçidi üzerinde duruyor olmamalıyım,A. Yayaların karşıya geçmek istedikleri anlaşılıyorsa dikkatli bir hızla gitmeliyim; B. Yayaların yoldan karşıya geçmelerine olanak tanımak zorundayım; C. Trafik sıkıştığında yaya geçidi üzerinde duruyor olmamalıyım,"Yayalar yaya geçişlerinde önceliklidir, bu nedenle araçlar her zaman orta hızda yaklaşmalı ve her an fren yapmaya hazır olmalıdır. Yaya geçitlerinde sollama yapmak kesinlikle yasaktır ve durağan trafikte yaya geçidi üzerinde durmak da yasaktır.",images/1_4_42-138.png,,https://www.clickclickdrive.de/fragenkatalog/tr/1.4.-yol-isareti/1.4.42-yoen-isareti/1.4.42-138
Tema 1.4.,Yol Isareti,1.4.42 Bölüm,Yoen Isareti,1.4.42-139,1.4.42-139,3 Puan,Burada neye hazırlıklı olmalısınız?,A. Akan trafiğin durmasına; B. Çocukların normalde olduğundan daha çok yola çıkmalarına; C. Çocukların gözetim altında yolda oynamalarına,A. Akan trafiğin durmasına; B. Çocukların normalde olduğundan daha çok yola çıkmalarına,"Eskiden okul trafik sorumlusu olan ve günümüzde ise trafik düzenleme yardımcısı diye adlandırılan trafik işareti burada trafiğin trafik düzenleme yardımcısı tarafından yönetildiğini bildirir. Çocukların yoldan geçmesine izin vermek için trafiği durdurma yetkileri vardır. Burada akan trafiğin durdurulup, normalden fazla sayıda çocuğun karşıdan karşıya geçtiğine hazırlıklı olmalısınız.",images/1_4_42-139.png,,https://www.clickclickdrive.de/fragenkatalog/tr/1.4.-yol-isareti/1.4.42-yoen-isareti/1.4.42-139
Tema 1.4.,Yol Isareti,1.4.42 Bölüm,Yoen Isareti,1.4.42-140,1.4.42-140,4 Puan,Bu trafik işaretine göre geçerli olan şey nedir?,A. Adım hızıyla yol almalıyım; B. Yayalara engel olmamalıyım; C. Sadece işaretli alanlara park edebilirim,A. Adım hızıyla yol almalıyım; B. Yayalara engel olmamalıyım; C. Sadece işaretli alanlara park edebilirim,"Sınırlı trafik alanı içinde en fazla 4-7 km/sa, yani gaz vermeden birinci viteste araç kullanabilirsiniz. Yol tamamen yayalar tarafından kullanılabilir. Çocukların sokakta oynamasına izin verilir. Dikkatli olun ve fren yapmaya hazır olun. Yayalar engellenmemeli veya tehlike altında olmamalıdır, beklemek zorunda kalabilirsiniz. Sokakta oynamaya izin verildiğinden, çocuklar konusunda özellikle dikkatli olmalısınız. Park etmeye sadece işaretli alanlarda izin verilir.",images/1_4_42-140.png,,https://www.clickclickdrive.de/fragenkatalog/tr/1.4.-yol-isareti/1.4.42-yoen-isareti/1.4.42-140
Tema 1.4.,Yol Isareti,1.4.42 Bölüm,Yoen Isareti,1.4.42-141,1.4.42-141,4 Puan,Bu trafik işaretleri kombinasyonunun sizin için anlamı nedir?,A. Sola kıvrılmakta olan öncelikli yolda bulunuyorum; B. Sağa sapamam veya düz devam edemem; C. Düz devam ederken sağdan gelmekte olan araçların önceliğine dikkat etmek zorundayım,A. Sola kıvrılmakta olan öncelikli yolda bulunuyorum,"Trafik işareti ana yolun gidişatını gösterir. Ek işaret sola doğru bir dönüş gösterir; eğer bu yönü takip ederseniz, öncelikli yolda olmaya devam edersiniz.",images/1_4_42-141.png,,https://www.clickclickdrive.de/fragenkatalog/tr/1.4.-yol-isareti/1.4.42-yoen-isareti/1.4.42-141
Tema 1.4.,Yol Isareti,1.4.42 Bölüm,Yoen Isareti,1.4.42-142,1.4.42-142,2 Puan,Bu trafik işaretini gördüğünüzde neye dikkat etmelisiniz?,A. Çocuklar bütün yolda oyun oynayabilirler; B. Motorlu taşıtlar insan hızında hareket etmelidirler; C. Yayalar caddenin her tarafını kullanabilirler,A. Çocuklar bütün yolda oyun oynayabilirler; B. Motorlu taşıtlar insan hızında hareket etmelidirler; C. Yayalar caddenin her tarafını kullanabilirler,"Bu soruda üç cevap da doğrudur. “Sınırlı Trafik alanında” yayaların yolun tüm genişliğini kullanmasına izin verilir, çocuklar yolda oynayabilir ve sadece yürüme hızında sürebilirsiniz.",images/1_4_42-142.png,,https://www.clickclickdrive.de/fragenkatalog/tr/1.4.-yol-isareti/1.4.42-yoen-isareti/1.4.42-142
Tema 1.4.,Yol Isareti,1.4.42 Bölüm,Yoen Isareti,1.4.42-143,1.4.42-143,2 Puan,Bu trafik işaretinin anlamı nedir?,A. Gümrük noktası; B. Paralı yol; C. Geçiş yasağı,A. Gümrük noktası,"Eğer bu yol işaretini görürseniz, bir gümrük noktasına yaklaşmaktasınız. Bu, trafik sıkışıklığına girebileceğiniz ve bu nedenle hızınızı azaltmanız gerektiği anlamına gelir. Belki siz de kontrol edilebilirsiniz, bu nedenle tüm evraklarınızı hazır bulundurmanız önerilir. Gümrük memurlarının talimatlarına uyun.",images/1_4_42-143.png,,https://www.clickclickdrive.de/fragenkatalog/tr/1.4.-yol-isareti/1.4.42-yoen-isareti/1.4.42-143
